      Andalusite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050258
      Winter J K, Ghose S
      American Mineralogist 64 (1979) 573-586
      Thermal expansion and high-temperature crystal chemistry of the Al2SiO5
      polymorphs
      T = 25 deg C

      CELL PARAMETERS:   7.798000   7.903100   5.556600   90.00000   90.00000   90.00000
      SPACE GROUP: Pnnm
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                16.01         99.56        5.5467    1   1   0
                19.57         69.89        4.5433    0   1   1
                19.65        100.00        4.5234    1   0   1
                22.54          3.26        3.9481    0   2   0
                22.68         54.03        3.9250    1   1   1
                22.85          4.41        3.8966    2   0   0
                25.31         31.11        3.5219    1   2   0
                25.51         25.21        3.4943    2   1   0
                32.25         22.78        2.7774    0   0   2
                32.29         71.82        2.7733    2   2   0
                36.03          5.52        2.4937    1   3   0
                36.18         33.15        2.4835    1   1   2
                36.21          4.37        2.4813    2   2   1
                36.42         24.18        2.4676    3   1   0
                37.83         11.39        2.3786    0   3   1
                38.26         10.56        2.3531    3   0   1
                39.63         18.28        2.2750    1   3   1
                39.69         37.12        2.2716    0   2   2
                39.99         27.35        2.2551    3   1   1
                41.41         26.13        2.1809    1   2   2
                41.54         25.98        2.1743    2   1   2
                41.62         32.00        2.1701    3   2   0
                45.98          6.24        1.9741    0   4   0
                46.62          3.68        1.9483    4   0   0
                47.52          1.17        1.9136    1   4   0
                48.10          5.00        1.8916    4   1   0
                49.10          8.49        1.8555    1   3   2
                50.44          6.87        1.8093    1   4   1
                50.63          7.71        1.8027    0   1   3
                50.67          3.70        1.8015    1   0   3
                51.00          9.10        1.7906    4   1   1
                52.07          1.99        1.7563    1   1   3
                52.13          9.81        1.7543    3   3   1
                53.41          3.11        1.7154    2   3   2
                54.67          2.59        1.6786    2   4   1
                57.25          4.38        1.6090    0   4   2
                57.80         17.51        1.5950    4   0   2
                59.73          3.45        1.5478    1   5   0
                60.07          1.12        1.5399    2   2   3
                60.11         20.71        1.5391    3   3   2
                60.54          6.38        1.5291    5   1   0
                60.98          1.32        1.5191    0   5   1
                61.19          2.49        1.5144    0   3   3
                61.28          3.26        1.5124    3   4   1
                61.49          2.68        1.5078    3   0   3
                61.51          3.76        1.5072    4   3   1
                61.81          1.61        1.5007    5   0   1
                62.26         11.88        1.4910    1   5   1
                62.43         51.35        1.4872    2   4   2
                62.46          6.49        1.4866    1   3   3
                62.72          5.44        1.4810    3   1   3
                62.82         13.73        1.4789    4   2   2
                63.04         11.38        1.4743    5   1   1
                63.55          4.47        1.4636    2   5   0
                67.42         22.60        1.3887    0   0   4
                67.53         12.40        1.3867    4   4   0
                69.51          1.28        1.3520    1   5   2
                69.79          2.01        1.3471    1   1   4
                70.25          2.90        1.3395    5   1   2
                70.78          2.90        1.3307    1   4   3
                71.25          1.19        1.3232    4   1   3
                72.18          3.90        1.3083    3   3   3
                72.48          1.13        1.3037    5   3   1
                72.79          1.92        1.2989    6   0   0
                72.87          1.30        1.2977    1   6   0
                73.05          8.56        1.2948    2   5   2
                73.24          1.90        1.2919    1   2   4
                73.34          1.83        1.2905    2   1   4
                73.69         10.56        1.2852    5   2   2
                73.93          1.21        1.2816    6   1   0
                76.35          3.80        1.2469    2   6   0
                76.72          9.36        1.2417    2   2   4
                76.80         11.55        1.2406    4   4   2
                77.31          4.67        1.2338    6   2   0
                78.83          4.89        1.2138    3   5   2
                78.87          1.69        1.2133    1   3   4
                79.10          4.12        1.2102    3   1   4
                80.26          1.67        1.1957    4   3   3
                80.34          2.09        1.1947    5   4   1
                80.52          1.19        1.1924    5   0   3
                80.78          2.92        1.1893    0   6   2
                80.92          6.66        1.1875    1   5   3
                81.63          4.38        1.1790    5   1   3
                81.84          4.98        1.1766    6   0   2
                82.05          1.37        1.1740    3   6   0
                82.42          2.87        1.1697    3   2   4
                87.30          1.10        1.1164    1   7   0
                88.95          1.21        1.0999    1   0   5
                89.50          2.06        1.0945    1   7   1
                89.50          2.06        1.0945    1   7   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
