      Annabergite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050462
      Wildner M, Giester G, Lengauer C L, McCammon C A
      European Journal of Mineralogy 8 (1996) 187-192
      Structure and crystal chemistry of vivianite-type compounds: Crystal
      structures of erythrite and annabergite with a Mossbauer study of erythrite

      CELL PARAMETERS:   10.19269   13.33845   4.730311   90.00000   104.9845   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.25         30.06        7.9216    1   1   0
                13.35        100.00        6.6692    0   2   0
                18.09          8.32        4.9230    2   0   0
                19.50          2.80        4.5695    0   0   1
                20.39         18.36        4.3712   -1   1   1
                22.00          4.31        4.0522    1   3   0
                22.52          2.09        3.9608    2   2   0
                22.94         12.21        3.8876   -2   0   1
                24.50          4.96        3.6437    1   1   1
                26.60          1.32        3.3586   -2   2   1
                26.80          2.92        3.3346    0   4   0
                27.89         34.48        3.2058   -1   3   1
                28.06          9.17        3.1870    3   1   0
                29.95         18.82        2.9898   -3   1   1
                29.98         24.73        2.9862    2   0   1
                32.49          5.24        2.7609    2   4   0
                32.92         25.39        2.7255    2   2   1
                33.32         18.58        2.6936    0   4   1
                34.01         14.29        2.6405    3   3   0
                35.52          6.92        2.5311   -2   4   1
                36.78         15.86        2.4473   -4   0   1
                38.73          4.85        2.3280   -1   1   2
                38.99          1.68        2.3134   -2   0   2
                39.03         13.53        2.3111   -1   5   1
                39.26          6.31        2.2975   -4   2   1
                40.60          1.64        2.2246    2   4   1
                40.63          1.46        2.2231    0   6   0
                41.36          5.37        2.1856   -2   2   2
                41.45          3.34        2.1810    1   5   1
                41.84          1.23        2.1614    0   2   2
                43.50          3.78        2.0829    1   1   2
                43.78          9.99        2.0701    3   5   0
                44.78          1.08        2.0261    2   6   0
                45.41          2.01        1.9991    0   6   1
                46.05          3.17        1.9730   -4   4   1
                46.67          3.56        1.9481    5   1   0
                46.78          1.14        1.9438   -4   0   2
                46.91          4.60        1.9388   -3   3   2
                47.78          9.74        1.9053    1   3   2
                48.09          1.31        1.8939    2   0   2
                49.90          3.05        1.8291   -5   3   1
                51.27          1.07        1.7832    2   6   1
                51.38          1.21        1.7797    3   5   1
                51.94          2.69        1.7619   -1   7   1
                54.21          1.10        1.6931    4   4   1
                54.69          2.89        1.6793   -4   4   2
                54.81          5.12        1.6761   -3   5   2
                55.12          7.18        1.6673    0   8   0
                55.59          8.68        1.6543    1   5   2
                55.82          1.13        1.6479    3   7   0
                55.86          2.41        1.6468    2   4   2
                55.87          1.89        1.6465    5   1   1
                55.91          1.28        1.6455   -4   6   1
                56.08          2.08        1.6410    6   0   0
                57.20          2.60        1.6114   -5   3   2
                57.50          3.42        1.6037   -5   5   1
                57.90          3.27        1.5935    6   2   0
                58.27          1.22        1.5843    5   5   0
                59.49          4.23        1.5545    5   3   1
                60.37          3.42        1.5339   -6   0   2
                60.44          1.02        1.5323   -2   8   1
                60.84          1.57        1.5232    0   0   3
                61.56          3.58        1.5072   -6   4   1
                62.12          1.23        1.4949   -6   2   2
                62.20          4.26        1.4931    4   0   2
                62.58          1.28        1.4849    0   2   3
                62.64          1.14        1.4836   -1   7   2
                62.88          2.26        1.4785   -1   3   3
                62.94          1.04        1.4774   -4   0   3
                63.61          1.02        1.4633   -4   6   2
                63.92          1.44        1.4571   -3   3   3
                63.92          1.66        1.4570    4   2   2
                63.98          4.23        1.4558    2   8   1
                64.22          1.47        1.4509   -5   5   2
                64.64          1.19        1.4424   -4   2   3
                64.70          1.48        1.4412    1   1   3
                65.59          2.63        1.4238   -2   4   3
                66.11          1.28        1.4138    1   7   2
                66.37          2.97        1.4089    5   5   1
                67.64          1.07        1.3855    0   4   3
                68.06          2.70        1.3779   -4   8   1
                69.57          2.36        1.3516   -1   5   3
                70.20          1.36        1.3411    7   3   0
                70.55          2.28        1.3352   -3   5   3
                70.60          1.89        1.3345   -3   9   1
                70.64          2.34        1.3338    0  10   0
                74.30          1.25        1.2768   -7   5   1
                76.13          1.52        1.2506    7   1   1
                76.59          1.81        1.2442    7   5   0
                78.55          1.95        1.2179    2  10   1
                78.81          1.18        1.2146    3   3   3
                81.41          1.38        1.1821   -2   0   4
                82.34          1.21        1.1712   -4  10   1
                82.47          1.15        1.1696    6   8   0
                83.48          1.17        1.1580   -7   3   3
                84.99          1.14        1.1412    3   5   3
                86.14          1.45        1.1289   -6   8   2
                87.75          1.89        1.1123    4   8   2
                89.61          1.00        1.0939   -7   5   3
                89.61          1.00        1.0939   -7   5   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
