      Tremolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R061087
      Merli M, Ungaretti L, Oberti R
      American Mineralogist 85 (2000) 532-542
      Leverage analysis and structure refinement of minerals
      Sample: from Val Tremola 9527

      CELL PARAMETERS:   9.840295   18.05495   5.277591   90.00000   104.7539   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.80         43.41        9.0275    0   2   0
                10.51         68.32        8.4182    1   1   0
                17.38          5.88        5.1036    0   0   1
                17.43         14.49        5.0864    1   3   0
                18.18         33.16        4.8786   -1   1   1
                18.65          6.15        4.7579    2   0   0
                19.67         24.88        4.5137    0   4   0
                19.98          1.51        4.4428    0   2   1
                21.10          9.11        4.2091    2   2   0
                22.06          3.45        4.0294   -2   0   1
                22.31          2.93        3.9844    1   1   1
                22.94         25.37        3.8762   -1   3   1
                26.36         53.10        3.3800    1   3   1
                27.22         37.06        3.2746    2   4   0
                28.56         63.39        3.1241    3   1   0
                28.72          2.36        3.1077    2   0   1
                29.53          1.82        3.0235   -3   1   1
                29.71          1.10        3.0059   -2   4   1
                30.38          6.56        2.9407   -1   5   1
                30.41         39.95        2.9385    2   2   1
                31.88          9.24        2.8061    3   3   0
                32.76         23.14        2.7325   -3   3   1
                33.10        100.00        2.7055    1   5   1
                34.59         31.82        2.5921    0   6   1
                35.15          9.23        2.5518    0   0   2
                35.41         56.98        2.5335   -2   0   2
                36.58          2.06        2.4556    0   2   2
                36.83          2.82        2.4393   -2   2   2
                37.28          4.45        2.4110   -2   6   1
                37.31          1.05        2.4090    3   1   1
                37.40          1.36        2.4033   -4   0   1
                37.73          7.28        2.3831    3   5   0
                38.49         34.67        2.3375   -3   5   1
                38.75         15.97        2.3224   -4   2   1
                39.17         17.87        2.2986   -1   7   1
                39.58         18.64        2.2756   -3   1   2
                39.98          1.14        2.2539    3   3   1
                40.82          6.99        2.2093   -2   4   2
                41.38          4.99        2.1809    1   7   1
                41.68          1.65        2.1657    1   3   2
                41.76         27.86        2.1618    2   6   1
                42.13          3.06        2.1435   -3   3   2
                42.41          3.14        2.1304   -1   5   2
                44.32         16.11        2.0425    2   0   2
                44.93         13.19        2.0164    3   5   1
                44.97          8.67        2.0147   -4   0   2
                45.29          6.91        2.0012    3   7   0
                45.95          1.40        1.9740   -3   7   1
                46.14          1.41        1.9663   -4   2   2
                46.22          5.29        1.9630    1   9   0
                46.90          3.71        1.9363   -3   5   2
                47.14          1.65        1.9270    4   2   1
                48.04          8.03        1.8927    5   1   0
                48.45          1.88        1.8779   -4   6   1
                48.80         11.60        1.8652   -1   9   1
                48.92          2.81        1.8609    2   4   2
                49.38          4.45        1.8444   -1   7   2
                49.52          3.45        1.8398   -4   4   2
                50.25          4.73        1.8146    5   3   0
                50.52          1.88        1.8055    0  10   0
                52.36          5.03        1.7465   -5   1   2
                53.28          1.23        1.7182   -5   5   1
                53.42          1.55        1.7141   -3   7   2
                53.69          1.03        1.7062    3   3   2
                53.83          2.25        1.7021    0  10   1
                54.23          1.18        1.6905    0   8   2
                54.41          7.19        1.6852   -2   8   2
                54.46          7.35        1.6838   -1   3   3
                54.64          1.05        1.6788   -3   9   1
                54.89          6.48        1.6718    0   2   3
                55.69         24.35        1.6496    4   6   1
                56.14          7.37        1.6373    4   8   0
                56.89         12.07        1.6175    1  11   0
                58.13          3.98        1.5860    6   0   0
                58.47         22.13        1.5776   -1   5   3
                59.11          1.01        1.5621    6   2   0
                59.31          1.31        1.5573   -5   7   1
                59.45          5.07        1.5539    4   0   2
                60.32         10.25        1.5334   -6   0   2
                60.41          1.04        1.5314    5   7   0
                61.01          4.24        1.5178    1   9   2
                61.25         20.40        1.5123   -2   6   3
                61.60         10.26        1.5046    0  12   0
                61.68          2.74        1.5030   -4   8   2
                61.75          5.00        1.5014    5   5   1
                63.20          1.67        1.4703   -2  10   2
                63.25          3.89        1.4692    4   4   2
                63.38          1.62        1.4666    2   2   3
                63.48          1.32        1.4646    3   7   2
                63.81          4.11        1.4578    3  11   0
                64.10          3.34        1.4519   -6   4   2
                64.18          3.16        1.4503   -1   7   3
                64.33          1.23        1.4471   -3  11   1
                64.78         29.15        1.4382   -6   6   1
                64.78          1.21        1.4382    4  10   0
                64.97          1.07        1.4346    2  12   0
                65.42          1.64        1.4258   -5   3   3
                66.85          1.44        1.3987    6   2   1
                68.79         11.55        1.3639    5   1   2
                69.04          4.80        1.3596   -5   5   3
                69.27          2.46        1.3556    7   1   0
                70.18          7.44        1.3402    1  11   2
                70.22          1.37        1.3394   -1  13   1
                70.50          3.92        1.3348   -3  11   2
                70.57          2.79        1.3338    5   3   2
                70.63          5.04        1.3327    2   6   3
                71.37          2.31        1.3208   -5   9   2
                71.53          1.19        1.3182   -7   3   2
                72.05          7.97        1.3099   -7   5   1
                72.31          6.20        1.3058   -1   1   4
                72.63          1.11        1.3009   -3   1   4
                72.84          1.28        1.2976    6   8   0
                72.94          6.76        1.2961    0  12   2
                73.10         13.70        1.2937   -2  12   2
                73.21          1.61        1.2921   -3   9   3
                73.94          2.93        1.2811    6   6   1
                74.05          1.66        1.2793   -1   3   4
                74.07          1.07        1.2791    5   5   2
                74.29          3.30        1.2759    0   0   4
                74.37          1.55        1.2747   -3   3   4
                74.91          5.02        1.2668   -4   0   4
                77.24          1.02        1.2343   -7   7   1
                77.52          1.38        1.2306    4   2   3
                77.69          1.95        1.2283   -2  14   1
                79.99          8.91        1.1987   -5  11   2
                80.73          2.20        1.1895    8   0   0
                83.13          1.62        1.1612   -8   4   2
                83.18          4.64        1.1606    2   0   4
                83.71          1.26        1.1546    1  15   1
                84.28          1.55        1.1482    4   6   3
                84.34          1.61        1.1475    2  10   3
                85.95          1.14        1.1301    5   9   2
                86.40          3.09        1.1254    7   9   0
                86.74          1.21        1.1219    5  13   0
                87.56          1.19        1.1135    5   3   3
                87.74          2.06        1.1116   -6   4   4
                88.25          1.35        1.1065   -7   7   3
                88.25          1.35        1.1065   -7   7   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
