      Ferrocolumbite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050348
      Wenger M, Armbruster T, Geiger C A
      American Mineralogist 76 (1991) 1897-1904
      Cation distribution in partially ordered columbite from the Kings Mountain
      pegmatite, North Carolina
      sample NCP5, T = 100 K

      CELL PARAMETERS:   14.23914   5.728415   5.098498   90.00000   90.00000   90.00000
      SPACE GROUP: Pbcn
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                24.22          1.22        3.6792    1   1   1
                24.38         31.19        3.6548    3   1   0
                30.11        100.00        2.9705    3   1   1
                31.25          7.38        2.8642    0   2   0
                35.22         15.05        2.5492    0   0   2
                35.98         18.61        2.4971    0   2   1
                37.93          7.84        2.3732    6   0   0
                40.17          2.34        2.2458    3   0   2
                40.85          4.24        2.2100    3   2   1
                43.28         10.14        2.0909    3   1   2
                47.77          5.23        1.9042    0   2   2
                49.91          4.69        1.8274    6   2   0
                51.60         13.45        1.7715    3   3   0
                52.70         15.71        1.7370    6   0   2
                53.25         22.43        1.7203    6   2   1
                60.03         12.56        1.5410    3   1   3
                60.72          1.20        1.5250    9   1   0
                62.53          3.58        1.4852    6   2   2
                63.66          7.75        1.4616    0   2   3
                63.68         10.09        1.4611    9   1   1
                63.99         12.03        1.4547    3   3   2
                65.13          1.33        1.4321    0   4   0
                67.98          4.33        1.3787    0   4   1
                72.16          2.11        1.3087    9   1   2
                74.41          1.42        1.2746    0   0   4
                76.53          2.47        1.2445    6   2   3
                78.48          2.69        1.2183    9   3   0
                79.63          1.30        1.2035    3   1   4
                80.55          4.28        1.1922    6   4   1
                81.00          1.95        1.1866   12   0   0
                85.52          3.13        1.1350    9   1   3
                86.67          2.79        1.1229    6   0   4
                88.44          1.20        1.1050    6   4   2
                89.03          4.33        1.0992    9   3   2
                89.44          1.51        1.0951    0   4   3
                89.44          1.51        1.0951    0   4   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
