angle,intensity
5.0,138.0
5.01,122.0
5.02,140.0
5.03,134.0
5.04,141.0
5.05,129.0
5.06,135.0
5.07,118.0
5.08,151.0
5.09,130.0
5.1,130.0
5.11,107.0
5.12,118.0
5.13,132.0
5.14,140.0
5.15,127.0
5.16,136.0
5.17,133.0
5.18,138.0
5.19,154.0
5.2,129.0
5.21,151.0
5.22,141.0
5.23,155.0
5.24,131.0
5.25,140.0
5.26,147.0
5.27,141.0
5.28,149.0
5.29,135.0
5.3,130.0
5.31,160.0
5.32,147.0
5.33,147.0
5.34,130.0
5.35,123.0
5.36,159.0
5.37,132.0
5.38,152.0
5.39,138.0
5.4,123.0
5.41,140.0
5.42,148.0
5.43,133.0
5.44,137.0
5.45,145.0
5.46,141.0
5.47,147.0
5.48,127.0
5.49,144.0
5.5,149.0
5.51,134.0
5.52,153.0
5.53,140.0
5.54,140.0
5.55,127.0
5.56,142.0
5.57,127.0
5.58,140.0
5.59,157.0
5.6,120.0
5.61,141.0
5.62,149.0
5.63,159.0
5.64,140.0
5.65,126.0
5.66,139.0
5.67,145.0
5.68,143.0
5.69,147.0
5.7,136.0
5.71,124.0
5.72,160.0
5.73,122.0
5.74,141.0
5.75,137.0
5.76,139.0
5.77,149.0
5.78,142.0
5.79,133.0
5.8,131.0
5.81,130.0
5.82,155.0
5.83,169.0
5.84,133.0
5.85,131.0
5.86,144.0
5.87,117.0
5.88,140.0
5.89,153.0
5.9,146.0
5.91,147.0
5.92,134.0
5.93,127.0
5.94,150.0
5.95,150.0
5.96,159.0
5.97,121.0
5.98,153.0
5.99,169.0
6.0,139.0
6.01,152.0
6.02,148.0
6.03,148.0
6.04,145.0
6.05,147.0
6.06,157.0
6.07,140.0
6.08,138.0
6.09,148.0
6.1,128.0
6.11,142.0
6.12,146.0
6.13,139.0
6.14,147.0
6.15,138.0
6.16,164.0
6.17,139.0
6.18,131.0
6.19,134.0
6.2,138.0
6.21,155.0
6.22,156.0
6.23,156.0
6.24,149.0
6.25,154.0
6.26,148.0
6.27,158.0
6.28,146.0
6.29,139.0
6.3,131.0
6.31,160.0
6.32,167.0
6.33,159.0
6.34,147.0
6.35,128.0
6.36,162.0
6.37,139.0
6.38,148.0
6.39,143.0
6.4,111.0
6.41,153.0
6.42,159.0
6.43,150.0
6.44,141.0
6.45,156.0
6.46,149.0
6.47,150.0
6.48,175.0
6.49,165.0
6.5,136.0
6.51,153.0
6.52,150.0
6.53,156.0
6.54,159.0
6.55,157.0
6.56,165.0
6.57,156.0
6.58,152.0
6.59,167.0
6.6,132.0
6.61,160.0
6.62,141.0
6.63,148.0
6.64,177.0
6.65,139.0
6.66,147.0
6.67,170.0
6.68,162.0
6.69,153.0
6.7,162.0
6.71,152.0
6.72,157.0
6.73,153.0
6.74,152.0
6.75,142.0
6.76,152.0
6.77,151.0
6.78,134.0
6.79,142.0
6.8,156.0
6.81,137.0
6.82,129.0
6.83,168.0
6.84,153.0
6.85,156.0
6.86,156.0
6.87,146.0
6.88,161.0
6.89,183.0
6.9,170.0
6.91,166.0
6.92,196.0
6.93,144.0
6.94,160.0
6.95,174.0
6.96,167.0
6.97,152.0
6.98,169.0
6.99,163.0
7.0,148.0
7.01,166.0
7.02,150.0
7.03,161.0
7.04,149.0
7.05,169.0
7.06,174.0
7.07,177.0
7.08,156.0
7.09,167.0
7.1,149.0
7.11,146.0
7.12,140.0
7.13,188.0
7.14,157.0
7.15,181.0
7.16,134.0
7.17,166.0
7.18,179.0
7.19,167.0
7.2,179.0
7.21,155.0
7.22,148.0
7.23,188.0
7.24,173.0
7.25,167.0
7.26,153.0
7.27,148.0
7.28,166.0
7.29,162.0
7.3,167.0
7.31,155.0
7.32,187.0
7.33,175.0
7.34,157.0
7.35,167.0
7.36,158.0
7.37,187.0
7.38,179.0
7.39,149.0
7.4,155.0
7.41,168.0
7.42,163.0
7.43,177.0
7.44,158.0
7.45,161.0
7.46,163.0
7.47,180.0
7.48,153.0
7.49,165.0
7.5,164.0
7.51,145.0
7.52,173.0
7.53,181.0
7.54,152.0
7.55,156.0
7.56,163.0
7.57,174.0
7.58,168.0
7.59,179.0
7.6,163.0
7.61,173.0
7.62,164.0
7.63,164.0
7.64,151.0
7.65,150.0
7.66,159.0
7.67,166.0
7.68,167.0
7.69,159.0
7.7,203.0
7.71,145.0
7.72,160.0
7.73,151.0
7.74,160.0
7.75,141.0
7.76,154.0
7.77,210.0
7.78,172.0
7.79,186.0
7.8,157.0
7.81,163.0
7.82,175.0
7.83,168.0
7.84,169.0
7.85,146.0
7.86,153.0
7.87,168.0
7.88,144.0
7.89,183.0
7.9,161.0
7.91,180.0
7.92,156.0
7.93,175.0
7.94,152.0
7.95,151.0
7.96,178.0
7.97,183.0
7.98,146.0
7.99,147.0
8.0,161.0
8.01,155.0
8.02,192.0
8.03,186.0
8.04,161.0
8.05,160.0
8.06,161.0
8.07,185.0
8.08,188.0
8.09,158.0
8.1,159.0
8.11,199.0
8.12,169.0
8.13,157.0
8.14,159.0
8.15,170.0
8.16,181.0
8.17,191.0
8.18,158.0
8.19,160.0
8.2,173.0
8.21,170.0
8.22,176.0
8.23,170.0
8.24,167.0
8.25,154.0
8.26,172.0
8.27,149.0
8.28,150.0
8.29,187.0
8.3,164.0
8.31,158.0
8.32,155.0
8.33,168.0
8.34,152.0
8.35,165.0
8.36,171.0
8.37,169.0
8.38,159.0
8.39,147.0
8.4,172.0
8.41,159.0
8.42,163.0
8.43,150.0
8.44,154.0
8.45,168.0
8.46,154.0
8.47,184.0
8.48,157.0
8.49,151.0
8.5,157.0
8.51,165.0
8.52,161.0
8.53,185.0
8.54,150.0
8.55,151.0
8.56,171.0
8.57,168.0
8.58,162.0
8.59,167.0
8.6,147.0
8.61,172.0
8.62,175.0
8.63,169.0
8.64,174.0
8.65,174.0
8.66,162.0
8.67,163.0
8.68,146.0
8.69,168.0
8.7,179.0
8.71,144.0
8.72,178.0
8.73,174.0
8.74,155.0
8.75,166.0
8.76,164.0
8.77,165.0
8.78,180.0
8.79,167.0
8.8,144.0
8.81,166.0
8.82,174.0
8.83,142.0
8.84,146.0
8.85,155.0
8.86,152.0
8.87,163.0
8.88,158.0
8.89,140.0
8.9,153.0
8.91,179.0
8.92,199.0
8.93,162.0
8.94,154.0
8.95,169.0
8.96,175.0
8.97,176.0
8.98,163.0
8.99,168.0
9.0,164.0
9.01,138.0
9.02,160.0
9.03,172.0
9.04,165.0
9.05,166.0
9.06,165.0
9.07,177.0
9.08,183.0
9.09,157.0
9.1,154.0
9.11,147.0
9.12,158.0
9.13,162.0
9.14,164.0
9.15,165.0
9.16,159.0
9.17,130.0
9.18,173.0
9.19,172.0
9.2,163.0
9.21,165.0
9.22,154.0
9.23,139.0
9.24,142.0
9.25,163.0
9.26,177.0
9.27,173.0
9.28,176.0
9.29,173.0
9.3,188.0
9.31,156.0
9.32,165.0
9.33,160.0
9.34,165.0
9.35,161.0
9.36,155.0
9.37,174.0
9.38,159.0
9.39,165.0
9.4,146.0
9.41,162.0
9.42,173.0
9.43,162.0
9.44,160.0
9.45,168.0
9.46,139.0
9.47,175.0
9.48,152.0
9.49,170.0
9.5,173.0
9.51,165.0
9.52,164.0
9.53,169.0
9.54,163.0
9.55,177.0
9.56,163.0
9.57,145.0
9.58,148.0
9.59,169.0
9.6,166.0
9.61,145.0
9.62,181.0
9.63,161.0
9.64,147.0
9.65,152.0
9.66,159.0
9.67,163.0
9.68,182.0
9.69,153.0
9.7,174.0
9.71,149.0
9.72,161.0
9.73,174.0
9.74,160.0
9.75,157.0
9.76,152.0
9.77,174.0
9.78,157.0
9.79,155.0
9.8,151.0
9.81,163.0
9.82,156.0
9.83,185.0
9.84,161.0
9.85,168.0
9.86,178.0
9.87,175.0
9.88,175.0
9.89,155.0
9.9,164.0
9.91,162.0
9.92,164.0
9.93,162.0
9.94,189.0
9.95,154.0
9.96,157.0
9.97,176.0
9.98,172.0
9.99,151.0
10.0,172.0
10.01,149.0
10.02,153.0
10.03,162.0
10.04,182.0
10.05,166.0
10.06,172.0
10.07,178.0
10.08,161.0
10.09,147.0
10.1,155.0
10.11,169.0
10.12,142.0
10.13,180.0
10.14,164.0
10.15,174.0
10.16,197.0
10.17,161.0
10.18,169.0
10.19,161.0
10.2,170.0
10.21,189.0
10.22,144.0
10.23,156.0
10.24,166.0
10.25,157.0
10.26,154.0
10.27,215.0
10.28,153.0
10.29,160.0
10.3,158.0
10.31,159.0
10.32,147.0
10.33,165.0
10.34,162.0
10.35,153.0
10.36,174.0
10.37,171.0
10.38,142.0
10.39,168.0
10.4,156.0
10.41,146.0
10.42,167.0
10.43,158.0
10.44,173.0
10.45,169.0
10.46,172.0
10.47,135.0
10.48,168.0
10.49,164.0
10.5,163.0
10.51,143.0
10.52,177.0
10.53,148.0
10.54,160.0
10.55,165.0
10.56,157.0
10.57,147.0
10.58,157.0
10.59,167.0
10.6,167.0
10.61,170.0
10.62,183.0
10.63,188.0
10.64,176.0
10.65,164.0
10.66,188.0
10.67,176.0
10.68,162.0
10.69,176.0
10.7,158.0
10.71,153.0
10.72,163.0
10.73,190.0
10.74,175.0
10.75,159.0
10.76,150.0
10.77,145.0
10.78,153.0
10.79,164.0
10.8,169.0
10.81,180.0
10.82,141.0
10.83,152.0
10.84,177.0
10.85,167.0
10.86,170.0
10.87,169.0
10.88,173.0
10.89,170.0
10.9,158.0
10.91,196.0
10.92,159.0
10.93,170.0
10.94,183.0
10.95,145.0
10.96,195.0
10.97,163.0
10.98,182.0
10.99,166.0
11.0,161.0
11.01,168.0
11.02,166.0
11.03,172.0
11.04,161.0
11.05,161.0
11.06,172.0
11.07,156.0
11.08,195.0
11.09,155.0
11.1,161.0
11.11,159.0
11.12,156.0
11.13,137.0
11.14,172.0
11.15,165.0
11.16,184.0
11.17,159.0
11.18,166.0
11.19,169.0
11.2,173.0
11.21,173.0
11.22,153.0
11.23,149.0
11.24,168.0
11.25,166.0
11.26,128.0
11.27,179.0
11.28,183.0
11.29,168.0
11.3,169.0
11.31,176.0
11.32,163.0
11.33,165.0
11.34,130.0
11.35,148.0
11.36,180.0
11.37,171.0
11.38,187.0
11.39,160.0
11.4,182.0
11.41,168.0
11.42,177.0
11.43,177.0
11.44,180.0
11.45,161.0
11.46,145.0
11.47,157.0
11.48,168.0
11.49,195.0
11.5,171.0
11.51,153.0
11.52,179.0
11.53,172.0
11.54,173.0
11.55,159.0
11.56,154.0
11.57,167.0
11.58,184.0
11.59,143.0
11.6,175.0
11.61,168.0
11.62,179.0
11.63,162.0
11.64,150.0
11.65,168.0
11.66,153.0
11.67,182.0
11.68,174.0
11.69,151.0
11.7,170.0
11.71,146.0
11.72,180.0
11.73,149.0
11.74,176.0
11.75,168.0
11.76,146.0
11.77,164.0
11.78,153.0
11.79,169.0
11.8,175.0
11.81,159.0
11.82,178.0
11.83,164.0
11.84,158.0
11.85,160.0
11.86,177.0
11.87,192.0
11.88,154.0
11.89,182.0
11.9,199.0
11.91,183.0
11.92,180.0
11.93,177.0
11.94,163.0
11.95,172.0
11.96,189.0
11.97,172.0
11.98,179.0
11.99,153.0
12.0,174.0
12.01,177.0
