      Svanbergite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060501
      Pabst A
      American Mineralogist 32 (1947) 16-30
      Some computations on svanbergite, woodhouseite and alunite
      trial C

      CELL PARAMETERS:   6.822408   6.822408   6.822408   61.52226   61.52226   61.52226
      SPACE GROUP: R-3m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                15.65         53.69        5.6757    1   0   0
                18.22          7.66        4.8772    1   1   0
                25.55         29.87        3.4894    0  -1   1
                26.16         13.99        3.4094    2   1   1
                30.08          5.47        2.9726    1  -1   1
                30.35        100.00        2.9473    2   1   0
                31.54          4.71        2.8379    2   0   0
                32.55          4.90        2.7528    2   2   2
                36.87         13.60        2.4386    2   2   0
                39.85          6.30        2.2628    0  -1   2
                40.47          7.61        2.2297    3   1   1
                41.08         22.08        2.1979    3   2   2
                41.00          8.29        2.2017    2  -1   1
                41.81          1.91        2.1612    3   2   1
                45.00          1.78        2.0146    1  -2   1
                45.38          3.87        1.9988    3   1   0
                46.49          6.23        1.9537    3   3   2
                48.10          2.93        1.8919    3   0   0
                48.10         26.87        1.8919    2  -1   2
                49.68          1.49        1.8352    3   3   3
                52.45         25.39        1.7447    0  -2   2
                53.77          2.23        1.7047    4   2   2
                55.06          1.13        1.6677    2  -2   1
                56.03          3.60        1.6412    4   2   1
                56.61          1.24        1.6257    4   1   1
                62.08          2.95        1.4948    4   1   0
                62.48          1.56        1.4863    2  -2   2
                63.87          2.67        1.4572    4   4   3
                63.07          7.30        1.4736    4   2   0
                64.26         13.42        1.4493    4   4   2
                65.80          2.91        1.4189    4   0   0
                67.81          2.44        1.3817    0  -2   3
                68.67          7.08        1.3665    4   3   0
                70.32          1.94        1.3384    5   3   2
                71.52          2.72        1.3189    2  -3   1
                73.87          2.95        1.2826    3  -2   2
                73.87          6.13        1.2826    0  -1   4
                75.79          2.27        1.2547    5   2   4
                80.28          5.94        1.1954    5   2   0
                81.84          1.09        1.1765    5   1   4
                82.99          2.37        1.1631    0  -3   3
                84.06          1.58        1.1511    5   3   0
                85.24          2.35        1.1380    4  -2   1
                88.86          3.39        1.1008    4  -2   2
                88.86          3.39        1.1008    4  -2   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
