      Garronite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050281
      Artioli G
      American Mineralogist 77 (1992) 189-196
      The crystal structure of garronite
      sample from Goble, Oregon

      CELL PARAMETERS:   9.926600   9.926600   10.30310   90.00000   90.00000   90.00000
      SPACE GROUP: I-4m2
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.43         84.60        7.1432    1   0   1
                12.63          1.65        7.0310    1   1   0
                17.31          1.88        5.1343    0   0   2
                17.88         48.71        4.9716    2   0   0
                21.46         70.23        4.1464    1   1   2
                21.81         19.54        4.0806    2   1   1
                25.37          1.03        3.5155    2   2   0
                27.59         41.65        3.2365    1   0   3
                28.32        100.00        3.1542    3   0   1
                28.41          5.70        3.1443    3   1   0
                33.05          4.40        2.7124    2   1   3
                33.44         73.21        2.6815    3   1   2
                33.67          7.22        2.6634    3   2   1
                34.97          9.75        2.5672    0   0   4
                38.36          1.55        2.3477    4   1   1
                40.59          2.07        2.2234    4   2   0
                42.41          1.80        2.1320    3   3   2
                43.67          6.75        2.0732    2   2   4
                45.09          1.04        2.0113    1   0   5
                45.63          4.95        1.9886    3   1   4
                46.53          5.86        1.9524    5   0   1
                50.04          3.93        1.8230    5   1   2
                50.21          1.01        1.8173    5   2   1
                51.16         10.16        1.7858    4   0   4
                52.03          2.50        1.7577    4   4   0
                52.42          4.42        1.7458    3   0   5
                53.28          2.08        1.7195    5   0   3
                53.28          6.45        1.7195    4   3   3
                54.61          1.21        1.6807    4   2   4
                55.24          3.08        1.6629    1   1   6
                55.45          7.63        1.6572    6   0   0
                56.90          2.19        1.6182    2   0   6
                57.05          2.71        1.6143    6   1   1
                61.70          3.07        1.5032    3   1   6
                63.01          3.31        1.4751    6   1   3
                63.40          4.69        1.4671    6   3   1
                65.73          1.22        1.4204    5   3   4
                67.19          1.06        1.3931    2   1   7
                67.23          5.14        1.3923    6   0   4
                67.79          1.79        1.3821    3   3   6
                69.04          2.32        1.3602    6   3   3
                70.19          1.00        1.3407    6   2   4
                71.96          2.52        1.3120    7   0   3
                73.81          1.05        1.2836    0   0   8
                74.83          1.09        1.2686    7   2   3
                75.05          3.16        1.2653    7   3   2
                79.77          3.36        1.2019    6   3   5
                79.77          3.36        1.2019    6   3   5
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
