      Baddeleyite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060078
      Smith D K, Newkirk H W
      Acta Crystallographica 18 (1965) 983-991
      The crystal structure of baddeleyite (monoclinic ZrO2)
      and its relation to the polymorphism of ZrO2

      CELL PARAMETERS:   5.145000   5.207500   5.310700   90.00000   99.23000   90.00000
      SPACE GROUP: P2_1/c
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                17.52          5.72        5.0807    1   0   0
                24.13         16.60        3.6978    0   1   1
                24.53         11.53        3.6385    1   1   0
                28.26        100.00        3.1646   -1   1   1
                31.54         70.83        2.8411    1   1   1
                34.23         21.62        2.6231    0   0   2
                34.46         13.14        2.6065    0   2   0
                35.38         16.44        2.5403    2   0   0
                35.98          3.26        2.4997   -1   0   2
                38.62          6.27        2.3343    0   2   1
                39.51          1.10        2.2836    2   1   0
                40.81         14.43        2.2137   -2   1   1
                41.23          5.28        2.1921    1   0   2
                41.45          5.40        2.1809   -1   2   1
                44.90          7.72        2.0207    1   1   2
                45.60          6.80        1.9911   -2   0   2
                49.01          2.29        1.8601   -2   1   2
                49.32         19.37        1.8489    0   2   2
                50.18         23.51        1.8192    2   2   0
                50.63         13.67        1.8041   -1   2   2
                51.26          6.46        1.7833   -2   2   1
                54.16         12.05        1.6943    2   0   2
                54.19          1.77        1.6936    3   0   0
                55.34          4.68        1.6609    2   2   1
                55.45         10.27        1.6579    0   1   3
                55.67          6.89        1.6518   -1   1   3
                55.95          9.48        1.6442    1   3   0
                57.24          9.09        1.6101   -3   1   1
                57.93          5.83        1.5927   -1   3   1
                58.34          3.86        1.5823   -2   2   2
                59.84          9.79        1.5462    1   3   1
                60.12          8.01        1.5396   -3   0   2
                61.43          6.64        1.5100    1   1   3
                62.05          8.01        1.4963   -2   1   3
                62.91         12.01        1.4779    3   1   1
                64.15          1.49        1.4522    0   2   3
                64.33          1.03        1.4486    0   3   2
                64.35          2.09        1.4481   -1   2   3
                65.05          1.01        1.4342    2   3   0
                65.43          2.82        1.4268   -1   3   2
                65.75          5.68        1.4206    2   2   2
                65.78          2.10        1.4201    3   2   0
                65.97          1.18        1.4164   -2   3   1
                68.98          2.95        1.3617    1   3   2
                69.68          1.03        1.3497    1   2   3
                71.13          2.73        1.3256   -3   2   2
                71.35          4.80        1.3222   -1   0   4
                72.01          1.06        1.3115    0   0   4
                72.16          1.67        1.3092   -2   3   2
                72.54          1.22        1.3033    0   4   0
                72.69          1.17        1.3009    2   1   3
                74.75          2.14        1.2702    4   0   0
                75.12          5.76        1.2648    0   4   1
                76.51          3.18        1.2452   -4   1   1
                78.13          1.03        1.2234    1   0   4
                78.94          1.48        1.2128    3   3   0
                78.96          1.17        1.2126   -3   3   1
                81.65          2.48        1.1792   -1   2   4
                82.60          2.38        1.1680    1   3   3
                83.15          2.84        1.1617   -2   3   3
                83.92          1.70        1.1530    3   3   1
                83.98          1.07        1.1523   -3   3   2
                84.18          1.99        1.1501   -2   4   1
                84.93          2.35        1.1418    4   2   0
                86.21          2.23        1.1281   -3   0   4
                87.45          3.22        1.1152    2   4   1
                88.22          2.92        1.1075    1   2   4
                88.58          3.90        1.1039    3   1   3
                89.38          1.52        1.0960    2   0   4
                89.86          4.02        1.0914   -4   1   3
                89.86          4.02        1.0914   -4   1   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

