      Lizardite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060006
      Mellini M
      American Mineralogist 67 (1982) 587-598
      The crystal structure of lizardite 1T: hydrogen bonds and polytypism

      CELL PARAMETERS:   5.325825   5.325825   7.273403   90.00000   90.00000   120.0000
      SPACE GROUP: P31m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.16         84.91        7.2734    0   0   1
                19.23         36.68        4.6123    1   0   0
                22.81         46.28        3.8952    1   0   1
                24.45         51.49        3.6367    0   0   2
                31.29         15.73        2.8558    1   0   2
                33.63          3.82        2.6629    1   1   0
                35.88         88.79        2.5006    2  -1   1
                35.88         11.21        2.5006    1   1   1
                37.05          3.62        2.4245    0   0   3
                39.02          1.05        2.3061    2   0   0
                41.02          2.65        2.1983    2   0   1
                42.02          6.95        2.1485    1   1   2
                42.02         37.34        2.1485    2  -1   2
                42.07          3.93        2.1460    1   0   3
                46.59          3.97        1.9476    2   0   2
                50.12          1.80        1.8184    0   0   4
                50.89         27.64        1.7927    2  -1   3
                50.89          2.24        1.7927    1   1   3
                52.44          3.37        1.7433    2   1   0
                54.05          3.17        1.6953    3  -1   1
                54.05          2.86        1.6953    2   1   1
                54.17          1.24        1.6916    1   0   4
                54.90          3.86        1.6710    2   0   3
                58.68          1.70        1.5720    2   1   2
                58.68          2.08        1.5720    3  -1   2
                60.13         26.37        1.5374    3   0   0
                61.60         12.10        1.5042    3   0   1
                61.72          8.58        1.5017    2  -1   4
                61.72         17.25        1.5017    1   1   4
                63.94          1.70        1.4547    0   0   5
                65.29          2.56        1.4279    2   0   4
                65.90          5.15        1.4161    3   0   2
                70.69          2.29        1.3315    2   2   0
                72.05          2.99        1.3097    4  -2   1
                72.05         12.22        1.3097    2   2   1
                72.78          2.44        1.2984    3   0   3
                74.05          1.01        1.2792    3   1   0
                74.22          8.83        1.2766    1   1   5
                74.22          1.10        1.2766    2  -1   5
                76.06          2.54        1.2503    4  -2   2
                76.06          1.23        1.2503    2   2   2
                77.52          1.98        1.2304    2   0   5
                78.90          1.09        1.2122    0   0   6
                82.00          1.01        1.1740    3   0   4
                82.60          7.34        1.1670    2   2   3
                88.56          1.62        1.1033    2  -1   6
                88.56          1.62        1.1033    2  -1   6
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

