      Plumbogummite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050458.
      Kolitsch U, Tiekink E R T, Slade P G, Taylor M R, Pring A
      European Journal of Mineralogy 11 (1999) 513-520
      Hinsdalite and plumbogummite, their atomic arrangements
      and disordered lead sites

      CELL PARAMETERS:   7.013108   7.013108   16.72405   90.00000   90.00000   120.0000
      SPACE GROUP: R-3m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                15.49        100.00        5.7087    1   0   1
                15.87         17.54        5.5747    0   0   3
                18.02         12.93        4.9141    0   1   2
                25.36         47.06        3.5066    1   1   0
                25.83         18.10        3.4439    1   0   4
                30.07         91.09        2.9682    1   1   3
                30.47          6.46        2.9299    0   1   5
                31.30         13.73        2.8544    2   0   2
                32.07         11.98        2.7873    0   0   6
                36.52         11.62        2.4571    0   2   4
                39.58          9.43        2.2743    2   1   1
                40.05          9.22        2.2484    2   0   5
                40.53         27.34        2.2233    1   0   7
                40.71         17.55        2.2137    1   2   2
                41.33         12.15        2.1820    1   1   6
                44.71          3.19        2.0245    3   0   0
                45.00          8.46        2.0122    2   1   4
                45.85          3.44        1.9767    0   1   8
                47.74         18.54        1.9029    0   3   3
                47.74          3.67        1.9029    3   0   3
                48.01          4.41        1.8927    1   2   5
                48.42          1.12        1.8777    0   2   7
                52.11         13.71        1.7533    2   2   0
                53.13          3.38        1.7219    2   0   8
                54.71          2.11        1.6760    1   3   1
                54.83          2.01        1.6725    2   2   3
                55.45          4.92        1.6553    2   1   7
                55.94          6.97        1.6419    1   1   9
                56.08          1.75        1.6380    0   3   6
                56.08          1.84        1.6380    3   0   6
                57.06          2.83        1.6124    1   0  10
                61.58          3.81        1.5045    3   1   5
                62.06          2.36        1.4940    0   4   2
                62.52          6.89        1.4841    2   2   6
                63.43          9.77        1.4649    0   2  10
                65.31          2.05        1.4272    4   0   4
                67.37          1.56        1.3886    3   2   1
                68.03          3.55        1.3767    1   3   7
                68.46          2.76        1.3690    0   3   9
                69.46          2.04        1.3517    2   1  10
                71.05          2.03        1.3254    4   1   0
                72.97          1.45        1.2951    1   1  12
                73.35          1.97        1.2894    1   4   3
                73.35          3.31        1.2894    4   1   3
                75.46          1.92        1.2585    1   0  13
                79.56          3.77        1.2036    3   2   7
                80.92          2.24        1.1868    1   3  10
                84.27          1.15        1.1480    3   0  12
                86.49          1.53        1.1242    4   0  10
                86.67          2.91        1.1223    2   1  13
                89.81          1.34        1.0910    2   2  12
                89.81          1.34        1.0910    2   2  12
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

