      Akermanite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R061100
      Swainson I P, Dove M T, Schmahl W W, Putnis A
      Physics and Chemistry of Minerals 19 (1992) 185-195
      Neutron powder diffraction study of the akermanite-gehlenite
      solid solution series
      Sample: 50% Ak

      CELL PARAMETERS:   7.768350   7.768350   5.021994   90.00000   90.00000   90.00000
      SPACE GROUP: P-42_1m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                16.16          8.31        5.4931    1   1   0
                17.68          2.92        5.0220    0   0   1
                21.08          4.61        4.2175    1   0   1
                22.91          1.95        3.8842    2   0   0
                24.02         15.02        3.7065    1   1   1
                25.65          3.92        3.4741    2   1   0
                29.07         21.44        3.0724    2   0   1
                31.32        100.00        2.8571    2   1   1
                32.61          4.39        2.7465    2   2   0
                35.76          2.47        2.5110    0   0   2
                36.58         17.50        2.4566    3   1   0
                37.32          6.90        2.4097    2   2   1
                37.65          7.29        2.3893    1   0   2
                39.14          7.23        2.3015    3   0   1
                39.46          3.01        2.2837    1   1   2
                40.89          1.28        2.2067    3   1   1
                44.52          9.47        2.0351    2   1   2
                45.82          2.12        1.9800    3   2   1
                46.77          6.37        1.9421    4   0   0
                48.30          3.22        1.8841    4   1   0
                49.15          2.70        1.8532    2   2   2
                49.79          7.72        1.8310    3   3   0
                51.82          6.01        1.7640    4   1   1
                52.07         17.23        1.7560    3   1   2
                52.68          5.32        1.7371    4   2   0
                53.24          2.14        1.7202    3   3   1
                56.24          1.53        1.6351    3   2   2
                57.54          1.64        1.6013    1   1   3
                61.47          4.35        1.5081    2   1   3
                63.82          1.68        1.4579    5   1   1
                65.25          3.53        1.4294    2   2   3
                65.29          1.12        1.4285    4   2   2
                66.48          1.67        1.4058    3   0   3
                67.71          1.21        1.3833    3   1   3
                67.53          6.63        1.3865    5   2   1
                68.27          2.59        1.3733    4   4   0
                71.15          1.06        1.3246    4   4   1
                73.05          2.30        1.2947    6   0   0
                76.01          2.36        1.2514    4   1   3
                81.60          1.14        1.1793    5   4   1
                84.07          1.03        1.1508    6   0   2
                86.29          1.57        1.1267    5   1   3
                87.14          1.09        1.1180    3   1   4
                87.14          1.09        1.1180    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

