      Diaboleite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050372
      Cooper M A, Hawthorne F C
      The Canadian Mineralogist 33 (1995) 1125-1129
      Diaboleite, Pb2Cu(OH)4Cl2, a defect perovskite structure with stereoactive
      lone-pair behavior of Pb

      CELL PARAMETERS:   5.869899   5.869899   5.495241   90.00000   90.00000   90.00000
      SPACE GROUP: P4mm
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                15.15          6.06        5.8699    1   0   0
                16.18         63.66        5.4952    0   0   1
                21.46         30.33        4.1506    1   1   0
                22.21          4.25        4.0116    1   0   1
                26.96        100.00        3.3120    1   1   1
                30.50         42.54        2.9349    2   0   0
                32.63          3.94        2.7476    0   0   2
                34.19          1.16        2.6251    2   1   0
                34.69         38.44        2.5888    2   0   1
                36.13          2.28        2.4885    1   0   2
                38.02          1.38        2.3687    2   1   1
                39.36         50.31        2.2911    1   1   2
                43.64         24.59        2.0753    2   2   0
                45.23         15.28        2.0058    2   0   2
                46.82         16.26        1.9415    2   2   1
                47.95          1.59        1.8981    2   1   2
                49.10          7.42        1.8562    3   1   0
                49.80          4.98        1.8317    0   0   3
                52.02         29.73        1.7586    3   1   1
                54.80          7.41        1.6758    1   1   3
                55.51          4.04        1.6560    2   2   2
                59.50         12.16        1.5539    2   0   3
                60.17         25.19        1.5381    3   1   2
                63.39          6.74        1.4675    4   0   0
                65.88          5.32        1.4178    4   0   1
                67.73          1.29        1.3835    3   3   0
                68.30          6.89        1.3733    2   2   3
                68.28          1.98        1.3738    0   0   4
                70.14          5.47        1.3417    3   3   1
                71.94          6.25        1.3125    4   2   0
                72.49          5.95        1.3038    3   1   3
                72.47          3.33        1.3042    1   1   4
                73.10          1.81        1.2944    4   0   2
                74.29          6.89        1.2766    4   2   1
                76.57          3.88        1.2442    2   0   4
                77.19          5.52        1.2357    3   3   2
                81.21          4.40        1.1844    4   2   2
                84.07          1.38        1.1512    5   1   0
                84.60          3.50        1.1453    4   0   3
                84.57          3.94        1.1456    2   2   4
                86.33          5.76        1.1267    5   1   1
                88.55          1.69        1.1040    3   3   3
                88.53          3.76        1.1043    3   1   4
                88.53          3.76        1.1043    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
