      Cervantite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060667
      Thornton G
      Acta Crystallographica B33 (1977) 1271-1273
      A neutron diffraction study of a-Sb2O4
      Locality: synthetic

      CELL PARAMETERS:   5.443309   4.821358   11.79384   90.00000   90.00000   90.00000
      SPACE GROUP: Pna2_1
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                19.92          6.46        4.4628    0   1   1
                24.69          1.63        3.6092    1   1   0
                25.84         36.67        3.4512    1   1   1
                29.02        100.00        3.0784    1   1   2
                29.33          3.58        3.0468    0   1   3
                30.33         29.80        2.9485    0   0   4
                32.92          3.37        2.7217    2   0   0
                33.73         11.83        2.6587    1   1   3
                33.81         13.33        2.6520    2   0   1
                36.37         10.51        2.4712    2   0   2
                37.31         11.64        2.4107    0   2   0
                39.47          2.52        2.2834    1   1   4
                40.31          4.47        2.2377    2   0   3
                41.05          1.78        2.1991    2   1   2
                41.69          1.63        2.1667    1   2   1
                43.85          1.58        2.0647    1   2   2
                45.35          4.95        1.9999    2   0   4
                45.97          6.57        1.9745    1   1   5
                47.28          2.45        1.9226    1   2   3
                48.80         17.76        1.8663    0   2   4
                50.58          2.52        1.8046    2   2   0
                51.21         10.82        1.7838    2   2   1
                51.25          6.15        1.7825    2   0   5
                53.07          6.94        1.7256    2   2   2
                53.05         20.42        1.7262    1   1   6
                53.99         10.81        1.6982    3   1   0
                54.59          4.40        1.6808    3   1   1
                56.07          8.47        1.6400    2   2   3
                57.19          1.47        1.6105    1   2   5
                57.86          3.57        1.5935    2   0   6
                57.90          1.55        1.5924    0   3   1
                59.26          3.67        1.5589    3   1   3
                60.10          2.30        1.5392    2   2   4
                60.57          2.02        1.5283    1   3   1
                60.65          3.87        1.5267    1   1   7
                62.24          9.69        1.4912    1   3   2
                63.04          3.44        1.4742    0   0   8
                63.17         10.41        1.4715    3   1   4
                64.78          1.02        1.4389    3   2   1
                64.97          3.52        1.4350    1   3   3
                65.06          4.37        1.4332    2   2   5
                65.10          3.09        1.4326    2   0   7
                68.00          1.94        1.3782    3   1   5
                68.21          1.18        1.3744    2   3   1
                69.51          1.16        1.3519    4   0   1
                70.87          2.54        1.3293    2   2   6
                71.07          4.55        1.3260    4   0   2
                70.94          1.14        1.3281    0   3   5
                72.37          1.01        1.3053    2   3   3
                73.35          1.19        1.2903    1   3   5
                75.58          5.28        1.2577    0   2   8
                77.48          1.47        1.2315    2   2   7
                77.46          1.01        1.2317    1   1   9
                78.89          3.94        1.2129    1   3   6
                79.49          1.36        1.2053    0   4   0
                79.67          1.61        1.2031    3   3   0
                80.23          1.72        1.1960    3   1   7
                81.49          1.56        1.1807    2   0   9
                82.31          1.71        1.1710    1   4   1
                83.10          4.83        1.1618    4   2   2
                84.11          1.18        1.1504    3   3   3
                84.90          1.02        1.1417    2   2   8
                85.56          1.34        1.1346    4   2   3
                86.24          1.32        1.1274    1   4   3
                86.85          4.57        1.1210    1   1  10
                87.06          2.64        1.1189    4   0   6
                87.37          2.35        1.1157    0   4   4
                87.54          4.32        1.1139    3   3   4
                87.61          4.58        1.1133    3   1   8
                89.21          1.31        1.0973    2   4   1
                89.21          1.31        1.0973    2   4   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

