      Petzite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R070254
      Frueh A J
      American Mineralogist 44 (1959) 693-701
      The crystallography of petzite, Ag3AuTe2

      CELL PARAMETERS:   10.38720   10.38720   10.38720   90.00000   90.00000   90.00000
      SPACE GROUP: I4_132
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.10         37.20        7.3449    1   1   0
                24.28         17.10        3.6724    2   2   0
                27.19          4.77        3.2847    3   1   0
                29.83         16.45        2.9985    2   2   2
                32.28        100.00        2.7761    3   2   1
                34.57          4.47        2.5968    4   0   0
                36.74          9.02        2.4483    4   1   1
                36.74         14.24        2.4483    3   3   0
                38.80         29.97        2.3226    4   2   0
                42.67         48.53        2.1203    4   2   2
                44.50         14.40        2.0371    5   1   0
                44.50         16.61        2.0371    4   3   1
                47.99         24.69        1.8964    5   2   1
                49.67         13.14        1.8362    4   4   0
                51.30          1.13        1.7814    5   3   0
                56.00          1.46        1.6424    6   2   0
                58.99          6.87        1.5659    6   2   2
                60.45         10.71        1.5315    6   3   1
                61.89          4.87        1.4993    4   4   4
                63.31          4.73        1.4690    5   4   3
                63.31          2.55        1.4690    7   1   0
                64.72          5.31        1.4404    6   4   0
                66.10          3.39        1.4135    7   2   1
                67.47         16.50        1.3880    6   4   2
                71.51         10.15        1.3192    7   3   2
                71.51          9.66        1.3192    6   5   1
                72.84          9.07        1.2984    8   0   0
                74.15          4.36        1.2786    5   5   4
                79.34          1.06        1.2075    7   5   0
                79.34          3.83        1.2075    7   4   3
                80.62          2.01        1.1915    6   6   2
                81.89          6.47        1.1761    7   5   2
                84.43          1.58        1.1471    8   3   3
                85.70          3.71        1.1333    8   4   2
                86.96          1.25        1.1201    7   6   1
                86.96          1.37        1.1201    9   2   1
                88.22          2.86        1.1073    6   6   4
                89.48          2.53        1.0949    8   5   1
                89.48          2.53        1.0949    8   5   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

