      Tremolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050210
      Yang H, Evans B W
      American Mineralogist 81 (1996) 1117-1125
      X-ray structure refinements of tremolite at 140 and 295 K: Crystal chemistry and
      petrologic implications
      T = 295 K

      CELL PARAMETERS:   9.848365   18.04263   5.274797   90.00000   104.8067   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.83         50.96        9.0213    0   2   0
                10.53         85.69        8.4207    1   1   0
                17.41          6.13        5.0996    0   0   1
                17.46          9.40        5.0848    1   3   0
                18.21         33.00        4.8779   -1   1   1
                18.66          7.58        4.7607    2   0   0
                19.70         24.57        4.5107    0   4   0
                20.02          1.40        4.4394    0   2   1
                21.12         11.04        4.2104    2   2   0
                22.07          3.45        4.0317   -2   0   1
                22.35          4.07        3.9815    1   1   1
                22.97         34.81        3.8748   -1   3   1
                26.39          1.03        3.3787    0   4   1
                26.40         50.77        3.3776    1   3   1
                27.25         44.50        3.2743    2   4   0
                28.57         72.19        3.1258    3   1   0
                28.75          2.52        3.1064    2   0   1
                29.53          2.46        3.0258   -3   1   1
                29.73          1.76        3.0059   -2   4   1
                30.42         11.36        2.9392   -1   5   1
                30.44         43.58        2.9372    2   2   1
                31.89         12.96        2.8069    3   3   0
                32.77         21.65        2.7339   -3   3   1
                33.14        100.00        2.7036    1   5   1
                34.64         39.99        2.5903    0   6   1
                35.20         10.35        2.5498    0   0   2
                35.31          1.05        2.5424    2   6   0
                35.44         62.23        2.5333   -2   0   2
                36.63          2.11        2.4537    0   2   2
                36.86          2.99        2.4389   -2   2   2
                37.31          3.38        2.4105   -2   6   1
                37.39          1.31        2.4054   -4   0   1
                37.75          5.66        2.3832    3   5   0
                38.51         32.79        2.3380   -3   5   1
                38.75         17.16        2.3242   -4   2   1
                39.22         15.09        2.2973   -1   7   1
                39.60         21.78        2.2763   -3   1   2
                40.86          8.21        2.2088   -2   4   2
                41.43          7.71        2.1794    1   7   1
                41.74          1.17        2.1640    1   3   2
                41.81         33.85        2.1606    2   6   1
                42.15          4.38        2.1439   -3   3   2
                42.46          2.15        2.1292   -1   5   2
                43.89          1.01        2.0626    0   8   1
                44.38         17.25        2.0411    2   0   2
                44.45          1.11        2.0382    2   8   0
                44.97         11.86        2.0158    3   5   1
                44.97          9.12        2.0158   -4   0   2
                45.32          5.49        2.0008    3   7   0
                45.98          2.75        1.9738   -3   7   1
                46.14          1.50        1.9673   -4   2   2
                46.28          4.32        1.9617    1   9   0
                46.92          2.90        1.9363   -3   5   2
                47.16          1.98        1.9269    4   2   1
                48.04          8.39        1.8937    5   1   0
                48.46          2.85        1.8784   -4   6   1
                48.85         10.68        1.8641   -1   9   1
                48.98          2.83        1.8596    2   4   2
                49.44          3.37        1.8433   -1   7   2
                49.52          3.93        1.8404   -4   4   2
                50.25          4.35        1.8154    5   3   0
                50.58          1.25        1.8043    0  10   0
                50.73          1.18        1.7995    1   9   1
                52.34          5.71        1.7477   -5   1   2
                53.89          1.20        1.7009    0  10   1
                54.29          2.08        1.6893    0   8   2
                54.46          6.29        1.6845   -2   8   2
                54.52          7.09        1.6827   -1   3   3
                54.67          1.80        1.6784   -3   9   1
                54.95          6.67        1.6705    0   2   3
                55.72         28.02        1.6493    4   6   1
                56.17          6.55        1.6372    4   8   0
                56.96         12.06        1.6164    1  11   0
                58.11          4.05        1.5869    6   0   0
                58.53         22.15        1.5766   -1   5   3
                59.21          2.05        1.5602    2  10   1
                59.50          5.12        1.5532    4   0   2
                60.29         10.82        1.5347   -6   0   2
                61.08          3.72        1.5167    1   9   2
                61.31         23.28        1.5116   -2   6   3
                61.67         13.42        1.5036    0  12   0
                61.70          3.78        1.5030   -4   8   2
                61.77          4.55        1.5013    5   5   1
                62.77          1.30        1.4798    0   6   3
                63.26          1.07        1.4696   -2  10   2
                63.31          4.39        1.4686    4   4   2
                63.46          1.95        1.4655    2   2   3
                63.86          3.79        1.4571    3  11   0
                64.07          3.67        1.4529   -6   4   2
                64.25          4.29        1.4494   -1   7   3
                64.38          1.02        1.4466   -3  11   1
                64.55          1.44        1.4433   -4  10   1
                64.77         32.63        1.4389   -6   6   1
                65.41          1.47        1.4263   -5   3   3
                66.86          1.38        1.3989    6   2   1
                68.83         12.94        1.3635    5   1   2
                69.04          4.41        1.3599   -5   5   3
                69.25          2.92        1.3563    7   1   0
                70.26          7.24        1.3392    1  11   2
                70.30          1.32        1.3386   -1  13   1
                70.55          3.85        1.3344   -3  11   2
                70.62          3.39        1.3333    5   3   2
                70.72          5.81        1.3316    2   6   3
                71.38          1.96        1.3209   -5   9   2
                71.47          1.35        1.3195   -1   9   3
                72.02          7.92        1.3107   -7   5   1
                72.39          6.96        1.3050   -1   1   4
                72.68          1.10        1.3005   -3   1   4
                72.85          1.81        1.2978    6   8   0
                73.03          5.68        1.2952    0  12   2
                73.17         17.62        1.2930   -2  12   2
                73.26          1.33        1.2916   -3   9   3
                73.96          2.94        1.2811    6   6   1
                74.14          2.11        1.2785   -1   3   4
                74.38          3.44        1.2749    0   0   4
                74.42          1.40        1.2743   -3   3   4
                74.63          1.41        1.2712    4  12   0
                74.95          5.25        1.2666   -4   0   4
                77.05          1.08        1.2373    0  10   3
                77.22          1.56        1.2349   -7   7   1
                77.60          1.36        1.2298    4   2   3
                77.77          1.24        1.2276   -2  14   1
                78.38          1.08        1.2195   -4   4   4
                80.01          8.90        1.1987   -5  11   2
                80.70          2.26        1.1902    8   0   0
                83.07          1.71        1.1621   -8   4   2
                83.28          4.77        1.1597    2   0   4
                83.80          1.41        1.1538    1  15   1
                84.37          1.59        1.1475    4   6   3
                84.44          1.31        1.1467    2  10   3
                86.41          2.76        1.1256    7   9   0
                86.79          1.11        1.1216    5  13   0
                87.64          1.08        1.1129    5   3   3
                87.74          2.15        1.1119   -6   4   4
                88.22          1.09        1.1070   -7   7   3
                88.22          1.09        1.1070   -7   7   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
