      Hydroxylapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060180
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Holly Springs, Georgia, USA

      CELL PARAMETERS:   9.419318   9.419318   6.879232   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.86         13.71        8.1574    1   0   0
                16.86          4.07        5.2589    1   0   1
                18.85          2.15        4.7097    1   1   0
                21.79          5.75        4.0787    2   0   0
                22.88          5.75        3.8862    1   1   1
                25.38          2.23        3.5084    2   0   1
                25.90         34.92        3.4396    0   0   2
                28.15          7.74        3.1694    1   0   2
                28.95         14.32        3.0832    1   2   0
                31.80         69.47        2.8135    1   2   1
                31.80         30.53        2.8135    2   1   1
                32.22         48.88        2.7777    1   1   2
                32.93         61.78        2.7191    3   0   0
                34.09         21.89        2.6294    2   0   2
                35.49          3.88        2.5287    3   0   1
                39.23          1.34        2.2959    2   1   2
                39.23          3.70        2.2959    1   2   2
                39.83          4.33        2.2624    1   3   0
                39.83         16.73        2.2624    3   1   0
                40.47          1.65        2.2279    2   2   1
                42.02          1.35        2.1492    1   3   1
                42.02          4.59        2.1492    3   1   1
                42.36          1.05        2.1331    3   0   2
                43.90          4.58        2.0617    1   1   3
                45.35          3.58        1.9988    2   0   3
                46.73         30.23        1.9431    2   2   2
                48.12          5.28        1.8902    1   3   2
                48.12          7.39        1.8902    3   1   2
                48.63          4.17        1.8714    3   2   0
                49.52          9.99        1.8400    2   1   3
                49.52         22.67        1.8400    1   2   3
                50.52          8.81        1.8058    2   3   1
                50.52          8.48        1.8058    3   2   1
                51.30          5.70        1.7801    1   4   0
                51.30          6.16        1.7801    4   1   0
                52.11         11.80        1.7542    4   0   2
                52.15          1.23        1.7530    3   0   3
                53.24         14.87        1.7198    0   0   4
                54.50          1.01        1.6828    1   0   4
                55.90          6.48        1.6439    2   3   2
                57.17          2.23        1.6105    1   3   3
                57.17          1.84        1.6105    3   1   3
                58.07          1.66        1.5874    5   0   1
                59.97          4.74        1.5416    4   2   0
                60.45          3.45        1.5305    3   3   1
                61.62          2.48        1.5043    4   2   1
                61.73          2.82        1.5019    2   1   4
                61.73          1.60        1.5019    1   2   4
                63.03          8.67        1.4741    5   0   2
                63.46          1.47        1.4651    1   5   0
                64.02          7.67        1.4535    3   0   4
                64.20          5.49        1.4499    2   3   3
                65.05          7.04        1.4330    1   5   1
                65.30          1.44        1.4282    3   3   2
                69.72          1.27        1.3479    1   5   2
                69.72          1.05        1.3479    5   1   2
                71.65          3.86        1.3163    3   4   1
                72.29          2.55        1.3062    2   5   0
                73.79          1.51        1.2833    2   5   1
                74.06          3.50        1.2794    4   2   3
                74.95          1.18        1.2663    3   2   4
                75.08          1.12        1.2644    6   0   2
                75.64          1.53        1.2564    2   1   5
                75.64          3.52        1.2564    1   2   5
                76.14          2.62        1.2495    4   3   2
                76.53          1.14        1.2440    1   6   0
                77.06          1.95        1.2368    1   4   4
                77.06          3.38        1.2368    4   1   4
                77.22          4.01        1.2346    1   5   3
                78.24          5.43        1.2211    5   2   2
                83.44          3.72        1.1576    3   4   3
                84.31          2.52        1.1479    4   2   4
                84.31          1.59        1.1479    2   4   4
                84.44          1.50        1.1465    0   0   6
                85.50          1.17        1.1350    2   5   3
                87.38          2.42        1.1153    1   5   4
                87.51          4.13        1.1140    1   1   6
                88.05          1.63        1.1085    3   2   5
                88.05          1.01        1.1085    2   3   5
                88.54          1.08        1.1037    5   3   2
                88.54          1.24        1.1037    7   0   2
                88.54          1.24        1.1037    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

