      Lepidolite-1M
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060225
      Guggenheim S
      American Mineralogist 66 (1981) 1221-1232
      Cation ordering in lepidolite
      Tanakamiyama

      CELL PARAMETERS:   5.242000   9.055000   10.09700   90.00000   100.7700   90.00000
      SPACE GROUP: C2
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 8.99         14.26        9.8893    0   0   1
                17.98         38.40        4.9447    0   0   2
                19.84         49.50        4.4849    0   2   0
                20.04         25.79        4.4400    1   1   0
                20.64         36.45        4.3124   -1   1   1
                21.80         21.16        4.0845    0   2   1
                23.25         24.68        3.8312    1   1   1
                24.78         95.70        3.5974   -1   1   2
                26.87         71.33        3.3220    0   2   2
                27.08         32.30        3.2964    0   0   3
                29.10        100.00        3.0717    1   1   2
                31.17         52.29        2.8722   -1   1   3
                33.77         36.95        2.6562    0   2   3
                34.66         28.90        2.5902   -2   0   1
                34.79         57.44        2.5806    1   3   0
                35.15         43.99        2.5549   -1   3   1
                35.15         21.54        2.5550    2   0   0
                36.57          8.06        2.4590   -2   0   2
                36.36          2.27        2.4723    0   0   4
                36.44          7.62        2.4672    1   1   3
                36.82         18.03        2.4430    1   3   1
                37.84         32.78        2.3789   -1   3   2
                37.96         20.10        2.3718    2   0   1
                38.82          2.38        2.3211   -1   1   4
                40.24          6.37        2.2425    0   4   0
                40.23         11.53        2.2430   -2   2   1
                40.66         11.11        2.2200    2   2   0
                41.30         11.40        2.1869    0   4   1
                41.92          7.87        2.1562   -2   2   2
                42.48         21.39        2.1289   -1   3   3
                42.70         11.64        2.1186    2   0   2
                43.17          9.06        2.0967    2   2   1
                44.37          3.10        2.0423    0   4   2
                45.54          3.53        1.9926   -2   2   3
                45.90         27.83        1.9779    0   0   5
                46.25          4.00        1.9636   -2   0   4
                46.66          9.82        1.9473    1   3   3
                47.48          1.32        1.9156    2   2   2
                49.15          1.62        1.8541    0   4   3
                50.77          5.73        1.7987   -2   2   4
                53.18          5.64        1.7225   -2   0   5
                53.26          2.15        1.7201    2   2   3
                53.64          8.58        1.7088    1   3   4
                53.92          2.29        1.7006   -3   1   1
                54.10          1.67        1.6954   -2   4   1
                54.45          2.30        1.6853   -1   5   1
                54.87          1.66        1.6734    3   1   0
                55.46          2.14        1.6569   -2   4   2
                55.31          3.49        1.6610    0   4   4
                55.64          3.17        1.6520    1   5   1
                55.93         28.69        1.6442   -1   3   5
                56.39          8.53        1.6318   -1   5   2
                56.48          5.08        1.6295    2   4   1
                56.28         14.09        1.6347    2   0   4
                57.12          9.50        1.6126   -3   1   3
                57.47          4.60        1.6036    3   1   1
                58.45          8.88        1.5792   -2   4   3
                58.71          9.13        1.5728    1   5   2
                59.91          2.79        1.5439   -1   5   3
                60.08          5.47        1.5400    2   4   2
                61.09          3.10        1.5170   -3   1   4
                61.13          5.27        1.5159   -2   0   6
                61.59          5.20        1.5057    3   1   2
                61.91         27.41        1.4987   -3   3   1
                61.64          8.82        1.5047    1   3   5
                62.08         13.15        1.4950    0   6   0
                62.62          1.47        1.4835   -3   3   2
                62.78          2.11        1.4800    3   3   0
                62.87          2.03        1.4782    0   6   1
                62.63          1.94        1.4833    0   4   5
                62.91          1.82        1.4773   -2   4   4
                63.19          2.29        1.4714    1   1   6
                64.20          1.98        1.4507   -1   3   6
                64.86          1.86        1.4375   -1   5   4
                64.93          1.67        1.4361   -2   2   6
                66.17          1.90        1.4121   -1   1   7
                68.30          7.27        1.3732    2   2   5
                70.00          7.78        1.3439   -2   0   7
                69.79          2.21        1.3475    0   2   7
                70.55         14.97        1.3347    1   3   6
                70.96          5.67        1.3281    0   4   6
                72.91          5.44        1.2972   -4   0   1
                73.07         11.56        1.2948   -2   6   1
                73.05          4.82        1.2951   -4   0   2
                73.36          8.21        1.2903    2   6   0
                73.64          4.07        1.2862   -3   3   5
                73.38          2.84        1.2900   -1   3   7
                73.56          7.70        1.2873   -2   2   7
                74.10          4.50        1.2793    0   6   4
                73.84          1.60        1.2831    2   0   6
                74.25          4.05        1.2771    3   3   3
                74.64          1.98        1.2714   -4   0   3
                75.10          5.34        1.2647    2   6   1
                76.42          2.16        1.2460   -3   5   1
                76.55          1.79        1.2442   -4   2   2
                76.65          1.10        1.2429    1   7   0
                76.81          3.49        1.2407   -2   6   3
                76.96          1.65        1.2387    4   0   1
                77.15          2.29        1.2362    0   0   8
                77.34          3.37        1.2336    2   2   6
                78.12          1.73        1.2232   -4   2   3
                78.50          1.91        1.2182   -1   7   2
                79.12          2.61        1.2102   -3   5   3
                79.99          2.69        1.1991   -3   3   6
                80.48          1.59        1.1930    1   7   2
                80.40          2.96        1.1940    4   2   1
                80.52          2.54        1.1926    0   6   5
                80.30          2.61        1.1953    0   4   7
                80.41          1.14        1.1940    1   3   7
                81.08          1.05        1.1858   -4   2   4
                80.74          2.02        1.1899    3   3   4
                81.53          1.79        1.1803   -1   7   3
                82.57          1.23        1.1681   -3   5   4
                83.01          1.56        1.1630    3   5   2
                83.55          1.20        1.1569   -1   3   8
                84.44          2.42        1.1469    1   5   6
                86.09          1.27        1.1290   -2   6   5
                86.68          1.21        1.1229   -4   4   1
                87.54          1.61        1.1141    0   8   1
                87.74          3.84        1.1121   -4   0   6
                88.63          6.72        1.1032    2   6   4
                88.50          1.13        1.1044    3   3   5
                89.82          1.94        1.0916   -3   1   8
                89.82          1.94        1.0916   -3   1   8
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
