      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060070
      Comodi P, Liu Y, Zanazzi P F, Montagnoli M
      Physics and Chemistry of Minerals 28 (2001) 219-224
      Structural and vibrational behaviour of fluorapatite with pressure.
      Part 1: in situ single-crystal X-ray diffraction investigation
      Sample: P = 4.72 GPa

      CELL PARAMETERS:   9.359600   9.359600   6.860300   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.95         11.73        8.1147    1   0   0
                16.93          3.39        5.2477    1   0   1
                18.98          1.23        4.6850    1   1   0
                21.94          6.43        4.0574    2   0   0
                23.00          6.41        3.8724    1   1   1
                25.52          2.07        3.4949    2   0   1
                25.93         35.89        3.4400    0   0   2
                28.20         11.79        3.1671    1   0   2
                29.14         15.25        3.0671    1   2   0
                29.14          1.44        3.0671    2   1   0
                31.97         69.49        2.8013    1   2   1
                31.97         30.51        2.8013    2   1   1
                32.31         42.84        2.7728    1   1   2
                33.14         57.10        2.7049    3   0   0
                34.20         24.64        2.6238    2   0   2
                35.69          3.74        2.5173    3   0   1
                39.38          4.46        2.2893    1   2   2
                40.08          4.89        2.2506    1   3   0
                40.08         15.59        2.2506    3   1   0
                40.70          3.09        2.2175    2   2   1
                42.26          1.91        2.1391    1   3   1
                42.26          3.76        2.1391    3   1   1
                42.53          1.48        2.1263    3   0   2
                43.97          4.39        2.0598    1   1   3
                44.68          1.13        2.0287    4   0   0
                45.44          3.59        1.9965    2   0   3
                46.94         28.46        1.9362    2   2   2
                48.34          5.31        1.8833    1   3   2
                48.34          7.56        1.8833    3   1   2
                48.93          3.66        1.8616    3   2   0
                49.64         23.46        1.8367    1   2   3
                49.64         10.34        1.8367    2   1   3
                50.81          7.95        1.7970    2   3   1
                50.81          7.63        1.7970    3   2   1
                51.62          6.08        1.7708    1   4   0
                51.62          7.23        1.7708    4   1   0
                52.30          1.11        1.7492    3   0   3
                52.36         12.78        1.7474    4   0   2
                53.26         15.72        1.7200    0   0   4
                56.18          7.38        1.6373    2   3   2
                57.36          1.79        1.6063    1   3   3
                57.36          1.54        1.6063    3   1   3
                58.42          1.60        1.5796    5   0   1
                60.36          4.67        1.5335    4   2   0
                60.82          4.30        1.5229    3   3   1
                61.84          2.44        1.5002    2   1   4
                61.84          1.25        1.5002    1   2   4
                62.00          1.98        1.4968    4   2   1
                63.36         10.88        1.4678    5   0   2
                63.86          1.28        1.4575    1   5   0
                64.16          8.07        1.4514    3   0   4
                64.46          5.44        1.4454    2   3   3
                65.45          5.80        1.4258    1   5   1
                65.65          1.73        1.4220    3   3   2
                70.11          1.47        1.3420    5   1   2
                72.10          4.12        1.3097    3   4   1
                72.76          2.60        1.2994    2   5   0
                74.26          1.57        1.2768    2   5   1
                74.40          3.21        1.2748    4   2   3
                75.52          1.03        1.2587    6   0   2
                75.75          1.58        1.2554    2   1   5
                75.75          3.62        1.2554    1   2   5
                76.58          2.23        1.2438    4   3   2
                77.04          1.29        1.2375    1   6   0
                77.32          2.63        1.2338    1   4   4
                77.32          4.39        1.2338    4   1   4
                77.59          3.45        1.2301    1   5   3
                78.70          5.27        1.2156    5   2   2
                83.88          3.85        1.1531    3   4   3
                84.46          1.67        1.1467    0   0   6
                84.64          1.48        1.1446    2   4   4
                84.64          2.16        1.1446    4   2   4
                85.95          1.20        1.1305    2   5   3
                87.56          3.54        1.1138    1   1   6
                87.75          1.95        1.1119    1   5   4
                88.28          1.54        1.1065    3   2   5
                89.10          1.12        1.0985    5   3   2
                89.10          1.12        1.0985    5   3   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

