angle,intensity
5.0,8.0
5.01,13.0
5.02,13.0
5.03,10.0
5.04,8.0
5.05,9.0
5.06,10.0
5.07,14.0
5.08,7.0
5.09,11.0
5.1,13.0
5.11,10.0
5.12,8.0
5.13,4.0
5.14,10.0
5.15,3.0
5.16,7.0
5.17,12.0
5.18,13.0
5.19,5.0
5.2,5.0
5.21,8.0
5.22,11.0
5.23,5.0
5.24,5.0
5.25,6.0
5.26,7.0
5.27,10.0
5.28,11.0
5.29,6.0
5.3,11.0
5.31,6.0
5.32,9.0
5.33,8.0
5.34,14.0
5.35,12.0
5.36,12.0
5.37,8.0
5.38,7.0
5.39,13.0
5.4,11.0
5.41,16.0
5.42,13.0
5.43,10.0
5.44,8.0
5.45,13.0
5.46,8.0
5.47,16.0
5.48,7.0
5.49,8.0
5.5,5.0
5.51,10.0
5.52,10.0
5.53,3.0
5.54,7.0
5.55,5.0
5.56,11.0
5.57,10.0
5.58,12.0
5.59,13.0
5.6,9.0
5.61,13.0
5.62,12.0
5.63,5.0
5.64,6.0
5.65,14.0
5.66,9.0
5.67,11.0
5.68,6.0
5.69,7.0
5.7,9.0
5.71,10.0
5.72,6.0
5.73,11.0
5.74,6.0
5.75,11.0
5.76,14.0
5.77,6.0
5.78,11.0
5.79,10.0
5.8,8.0
5.81,6.0
5.82,8.0
5.83,9.0
5.84,11.0
5.85,5.0
5.86,13.0
5.87,10.0
5.88,9.0
5.89,8.0
5.9,12.0
5.91,12.0
5.92,10.0
5.93,10.0
5.94,8.0
5.95,11.0
5.96,12.0
5.97,7.0
5.98,10.0
5.99,10.0
6.0,12.0
6.01,13.0
6.02,9.0
6.03,6.0
6.04,15.0
6.05,16.0
6.06,10.0
6.07,10.0
6.08,14.0
6.09,14.0
6.1,12.0
6.11,16.0
6.12,10.0
6.13,12.0
6.14,12.0
6.15,6.0
6.16,22.0
6.17,14.0
6.18,17.0
6.19,13.0
6.2,18.0
6.21,15.0
6.22,8.0
6.23,16.0
6.24,17.0
6.25,18.0
6.26,15.0
6.27,11.0
6.28,5.0
6.29,11.0
6.3,15.0
6.31,16.0
6.32,18.0
6.33,15.0
6.34,18.0
6.35,13.0
6.36,15.0
6.37,15.0
6.38,21.0
6.39,15.0
6.4,20.0
6.41,13.0
6.42,18.0
6.43,18.0
6.44,23.0
6.45,16.0
6.46,11.0
6.47,19.0
6.48,14.0
6.49,11.0
6.5,12.0
6.51,15.0
6.52,14.0
6.53,13.0
6.54,18.0
6.55,12.0
6.56,23.0
6.57,21.0
6.58,16.0
6.59,12.0
6.6,16.0
6.61,15.0
6.62,13.0
6.63,15.0
6.64,7.0
6.65,14.0
6.66,19.0
6.67,12.0
6.68,10.0
6.69,19.0
6.7,10.0
6.71,13.0
6.72,14.0
6.73,10.0
6.74,18.0
6.75,12.0
6.76,15.0
6.77,16.0
6.78,12.0
6.79,16.0
6.8,16.0
6.81,17.0
6.82,23.0
6.83,23.0
6.84,19.0
6.85,17.0
6.86,19.0
6.87,11.0
6.88,11.0
6.89,13.0
6.9,13.0
6.91,18.0
6.92,6.0
6.93,10.0
6.94,16.0
6.95,12.0
6.96,8.0
6.97,16.0
6.98,12.0
6.99,7.0
7.0,12.0
7.01,17.0
7.02,6.0
7.03,14.0
7.04,15.0
7.05,15.0
7.06,17.0
7.07,14.0
7.08,11.0
7.09,17.0
7.1,18.0
7.11,7.0
7.12,10.0
7.13,14.0
7.14,5.0
7.15,9.0
7.16,10.0
7.17,4.0
7.18,12.0
7.19,11.0
7.2,7.0
7.21,11.0
7.22,10.0
7.23,16.0
7.24,11.0
7.25,10.0
7.26,16.0
7.27,11.0
7.28,14.0
7.29,7.0
7.3,7.0
7.31,10.0
7.32,10.0
7.33,10.0
7.34,8.0
7.35,8.0
7.36,6.0
7.37,7.0
7.38,14.0
7.39,18.0
7.4,8.0
7.41,9.0
7.42,9.0
7.43,8.0
7.44,14.0
7.45,9.0
7.46,6.0
7.47,6.0
7.48,5.0
7.49,10.0
7.5,6.0
7.51,9.0
7.52,7.0
7.53,7.0
7.54,12.0
7.55,12.0
7.56,9.0
7.57,9.0
7.58,12.0
7.59,10.0
7.6,6.0
7.61,9.0
7.62,10.0
7.63,9.0
7.64,12.0
7.65,12.0
7.66,6.0
7.67,9.0
7.68,7.0
7.69,7.0
7.7,8.0
7.71,9.0
7.72,12.0
7.73,10.0
7.74,5.0
7.75,15.0
7.76,8.0
7.77,8.0
7.78,13.0
7.79,9.0
7.8,7.0
7.81,15.0
7.82,11.0
7.83,17.0
7.84,7.0
7.85,10.0
7.86,10.0
7.87,8.0
7.88,8.0
7.89,9.0
7.9,8.0
7.91,5.0
7.92,10.0
7.93,10.0
7.94,10.0
7.95,9.0
7.96,11.0
7.97,14.0
7.98,7.0
7.99,8.0
8.0,9.0
8.01,15.0
8.02,6.0
8.03,12.0
8.04,14.0
8.05,7.0
8.06,15.0
8.07,9.0
8.08,6.0
8.09,14.0
8.1,6.0
8.11,7.0
8.12,9.0
8.13,11.0
8.14,5.0
8.15,10.0
8.16,10.0
8.17,8.0
8.18,6.0
8.19,6.0
8.2,6.0
8.21,9.0
8.22,6.0
8.23,6.0
8.24,15.0
8.25,10.0
8.26,7.0
8.27,11.0
8.28,11.0
8.29,10.0
8.3,5.0
8.31,8.0
8.32,12.0
8.33,7.0
8.34,7.0
8.35,7.0
8.36,6.0
8.37,11.0
8.38,8.0
8.39,11.0
8.4,12.0
8.41,12.0
8.42,3.0
8.43,7.0
8.44,13.0
8.45,9.0
8.46,9.0
8.47,8.0
8.48,7.0
8.49,12.0
8.5,10.0
8.51,12.0
8.52,2.0
8.53,8.0
8.54,11.0
8.55,9.0
8.56,10.0
8.57,9.0
8.58,5.0
8.59,8.0
8.6,7.0
8.61,6.0
8.62,8.0
8.63,8.0
8.64,5.0
8.65,7.0
8.66,7.0
8.67,4.0
8.68,14.0
8.69,11.0
8.7,10.0
8.71,7.0
8.72,7.0
8.73,5.0
8.74,8.0
8.75,8.0
8.76,6.0
8.77,10.0
8.78,10.0
8.79,8.0
8.8,11.0
8.81,12.0
8.82,6.0
8.83,7.0
8.84,7.0
8.85,13.0
8.86,16.0
8.87,5.0
8.88,11.0
8.89,11.0
8.9,4.0
8.91,8.0
8.92,9.0
8.93,12.0
8.94,7.0
8.95,11.0
8.96,11.0
8.97,3.0
8.98,5.0
8.99,4.0
9.0,7.0
9.01,9.0
9.02,3.0
9.03,8.0
9.04,9.0
9.05,11.0
9.06,5.0
9.07,12.0
9.08,10.0
9.09,8.0
9.1,2.0
9.11,7.0
9.12,13.0
9.13,9.0
9.14,7.0
9.15,6.0
9.16,9.0
9.17,10.0
9.18,13.0
9.19,10.0
9.2,11.0
9.21,8.0
9.22,5.0
9.23,12.0
9.24,12.0
9.25,10.0
9.26,9.0
9.27,7.0
9.28,8.0
9.29,14.0
9.3,4.0
9.31,5.0
9.32,11.0
9.33,10.0
9.34,12.0
9.35,10.0
9.36,10.0
9.37,5.0
9.38,9.0
9.39,7.0
9.4,12.0
9.41,2.0
9.42,10.0
9.43,10.0
9.44,9.0
9.45,6.0
9.46,8.0
9.47,11.0
9.48,8.0
9.49,9.0
9.5,7.0
9.51,6.0
9.52,6.0
9.53,4.0
9.54,10.0
9.55,12.0
9.56,12.0
9.57,11.0
9.58,11.0
9.59,6.0
9.6,4.0
9.61,6.0
9.62,4.0
9.63,9.0
9.64,11.0
9.65,10.0
9.66,7.0
9.67,6.0
9.68,10.0
9.69,11.0
9.7,6.0
9.71,16.0
9.72,8.0
9.73,13.0
9.74,7.0
9.75,11.0
9.76,11.0
9.77,13.0
9.78,8.0
9.79,12.0
9.8,11.0
9.81,7.0
9.82,11.0
9.83,11.0
9.84,9.0
9.85,8.0
9.86,8.0
9.87,7.0
9.88,14.0
9.89,10.0
9.9,7.0
9.91,6.0
9.92,6.0
9.93,6.0
9.94,8.0
9.95,9.0
9.96,8.0
9.97,8.0
9.98,14.0
9.99,13.0
10.0,13.0
10.01,15.0
10.02,12.0
10.03,12.0
10.04,5.0
10.05,5.0
10.06,8.0
10.07,10.0
10.08,12.0
