      Zircon
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050203
      Robinson K, Gibbs G V, Ribbe P H
      American Mineralogist 56 (1971) 782-790
      The structure of zircon: A comparison with garnet

      CELL PARAMETERS:   6.604917   6.604917   5.980165   90.00000   90.00000   90.00000
      ALTERNATE SETTING FOR SPACE GROUP: I4_1/amd
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                20.05         42.36        4.4331    1   0   1
                27.01        100.00        3.3025    2   0   0
                33.86          7.70        2.6484    2   1   1
                35.66         58.11        2.5182    1   1   2
                38.56         12.99        2.3352    2   2   0
                40.71          6.02        2.2165    2   0   2
                43.82         20.40        2.0661    3   0   1
                47.65         13.61        1.9084    1   0   3
                52.22         14.40        1.7515    3   2   1
                53.51         54.41        1.7123    3   1   2
                55.61          3.67        1.6523    2   1   3
                55.65         14.96        1.6512    4   0   0
                59.75          2.83        1.5474    4   1   1
                62.06          3.09        1.4950    0   0   4
                62.87          2.95        1.4777    3   0   3
                62.91          9.94        1.4769    4   2   0
                67.85         17.08        1.3808    3   3   2
                68.92         10.35        1.3620    2   0   4
                73.37          5.22        1.2899    4   3   1
                75.47          8.95        1.2591    2   2   4
                76.21          2.60        1.2487    4   1   3
                80.83          9.92        1.1886    5   1   2
                82.59          3.01        1.1676    4   4   0
                88.06          2.65        1.1086    2   1   5
                88.10          5.25        1.1083    4   0   4
                88.82          2.01        1.1011    5   0   3
                88.85          4.66        1.1008    6   0   0
                88.85          4.66        1.1008    6   0   0
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
